"district","neighborhood","year","hea_fac_health","hea_fac_welfare","hea_good","hea_impairment","hea_psych","hea_control","hea_smoke","hea_overweight","hea_lonely"
"E West","Pieter van der Doesbuurt",2016,23,3,75,14,9,10,33,39,13
"E West","Pieter van der Doesbuurt",2017,22,3,75,14,9,10,33,38,13
"E West","Pieter van der Doesbuurt",2018,25,4,76,15,10,11,34,40,14
"E West","Pieter van der Doesbuurt",2019,23,3,75,14,9,10,33,39,13
"E West","Pieter van der Doesbuurt",2020,21,2,74,13,8,9,32,37,12
"E West","Postjeskade e.o.",2015,22,4,77,10,6,7,30,33,10
"E West","Postjeskade e.o.",2016,25,6,79,12,7,8,31,35,11
"E West","Postjeskade e.o.",2017,22,5,77,10,6,7,30,33,10
"E West","Postjeskade e.o.",2018,20,4,76,10,6,7,29,32,9
"E West","Postjeskade e.o.",2019,26,6,80,12,7,8,31,36,11
"E West","Postjeskade e.o.",2020,26,7,80,13,7,8,32,36,11
"E West","Robert Scottbuurt Oost",2015,7,2,73,14,9,10,31,37,12
"E West","Robert Scottbuurt Oost",2016,9,3,75,15,10,11,32,39,13
"E West","Robert Scottbuurt Oost",2017,10,4,76,16,10,11,33,40,13
"E West","Robert Scottbuurt Oost",2018,8,3,75,15,10,11,32,39,13
"E West","Robert Scottbuurt Oost",2019,6,2,73,14,9,10,31,37,12
"E West","Robert Scottbuurt Oost",2020,5,1,73,13,9,10,30,36,12
"E West","Robert Scottbuurt West",2015,6,1,69,17,12,12,31,36,15
"E West","Robert Scottbuurt West",2016,9,3,71,19,13,13,33,38,16
"E West","Robert Scottbuurt West",2017,8,3,71,19,13,13,33,38,16
"E West","Robert Scottbuurt West",2018,5,1,68,17,12,12,31,35,14
"E West","Robert Scottbuurt West",2019,14,5,74,21,14,14,35,41,18
"E West","Robert Scottbuurt West",2020,11,4,72,20,14,14,34,39,17
"E West","Spaarndammerbuurt Midden",2015,12,9,76,19,12,14,35,44,16
"E West","Spaarndammerbuurt Midden",2016,7,7,73,16,11,12,33,41,14
"E West","Spaarndammerbuurt Midden",2017,5,6,72,15,11,11,32,40,13
"E West","Spaarndammerbuurt Midden",2018,10,8,75,17,12,13,34,43,15
"E West","Spaarndammerbuurt Midden",2019,11,9,75,18,12,13,35,44,15
"E West","Spaarndammerbuurt Midden",2020,0,3,68,12,9,10,30,36,11
"E West","Spaarndammerbuurt Noordoost",2015,11,8,71,22,12,15,34,48,18
"E West","Spaarndammerbuurt Noordoost",2016,6,6,68,20,11,14,32,45,16
"E West","Spaarndammerbuurt Noordoost",2017,3,5,66,18,10,13,31,43,15
"E West","Spaarndammerbuurt Noordoost",2018,4,5,67,19,11,13,31,44,15
"E West","Spaarndammerbuurt Noordoost",2019,6,6,68,20,11,14,32,45,16
"E West","Spaarndammerbuurt Noordoost",2020,13,9,72,24,13,16,35,50,18
"E West","Spaarndammerbuurt Noordwest",2015,11,11,71,17,11,13,31,45,15
"E West","Spaarndammerbuurt Noordwest",2016,10,11,71,17,11,13,31,44,15
"E West","Spaarndammerbuurt Noordwest",2017,10,11,71,17,11,13,31,44,15
"E West","Spaarndammerbuurt Noordwest",2018,11,12,72,18,11,13,32,45,15
"E West","Spaarndammerbuurt Noordwest",2019,10,11,71,17,11,13,31,44,15
"E West","Spaarndammerbuurt Noordwest",2020,8,10,70,16,10,12,30,42,14
"E West","Spaarndammerbuurt Zuidoost",2015,0,2,70,14,9,11,30,40,12
"E West","Spaarndammerbuurt Zuidoost",2016,4,4,72,16,10,12,32,43,13
"E West","Spaarndammerbuurt Zuidoost",2017,2,3,71,15,9,11,31,42,12
"E West","Spaarndammerbuurt Zuidoost",2018,2,3,71,15,9,11,31,41,12
"E West","Spaarndammerbuurt Zuidoost",2019,7,5,74,17,11,13,33,45,14
"E West","Spaarndammerbuurt Zuidoost",2020,6,5,73,17,11,13,33,44,14
"E West","Spaarndammerbuurt Zuidwest",2015,15,5,70,20,10,13,30,43,13
"E West","Spaarndammerbuurt Zuidwest",2016,15,5,70,20,10,13,30,43,13
"E West","Spaarndammerbuurt Zuidwest",2017,11,3,68,18,9,12,28,40,12
"E West","Spaarndammerbuurt Zuidwest",2018,11,3,68,18,9,12,28,41,12
"E West","Spaarndammerbuurt Zuidwest",2019,14,5,70,20,10,13,30,42,13
"E West","Spaarndammerbuurt Zuidwest",2020,9,2,66,17,8,11,27,39,11
"E West","Staatsliedenbuurt Noordoost",2015,11,6,69,25,12,16,32,50,16
"E West","Staatsliedenbuurt Noordoost",2016,6,4,66,23,11,15,30,47,14
"E West","Staatsliedenbuurt Noordoost",2017,2,2,63,21,10,14,28,44,12
"E West","Staatsliedenbuurt Noordoost",2018,1,2,63,21,10,14,28,44,12
"E West","Staatsliedenbuurt Noordoost",2019,6,4,66,23,11,15,30,47,14
"E West","Staatsliedenbuurt Noordoost",2020,7,4,66,23,11,15,30,47,14
"E West","Trompbuurt",2015,23,11,79,9,8,8,31,33,10
"E West","Trompbuurt",2016,24,12,80,10,8,8,32,34,11
"E West","Trompbuurt",2017,27,14,82,12,9,9,33,36,12
"E West","Trompbuurt",2018,20,10,78,8,7,7,30,32,10
"E West","Trompbuurt",2019,18,9,77,7,6,6,29,30,9
"E West","Trompbuurt",2020,30,15,84,13,10,10,35,38,13
"E West","Van Brakelkwartier",2015,10,2,70,21,13,14,32,47,15
"E West","Van Brakelkwartier",2016,8,1,69,20,12,13,31,45,14
"E West","Van Brakelkwartier",2017,6,0,68,19,11,12,30,44,13
"E West","Van Brakelkwartier",2018,7,0,68,19,12,13,31,44,14
"E West","Van Brakelkwartier",2019,9,2,70,21,12,13,32,46,14
"E West","Van Brakelkwartier",2020,11,3,71,22,13,14,32,47,15
"E West","Vondelparkbuurt Midden",2015,14,5,72,14,6,9,25,35,10
"E West","Vondelparkbuurt Midden",2016,17,6,74,16,7,10,26,37,11
"E West","Vondelparkbuurt Midden",2017,15,5,73,15,6,9,25,35,10
"E West","Vondelparkbuurt Midden",2018,21,8,77,18,8,11,28,40,12
"E West","Vondelparkbuurt Midden",2019,26,10,79,21,9,13,30,43,14
"E West","Vondelparkbuurt Midden",2020,18,7,75,17,7,10,27,38,11
"E West","Vondelparkbuurt Oost",2015,21,6,84,9,6,7,28,32,11
"E West","Vondelparkbuurt Oost",2016,19,5,83,8,5,6,27,31,10
"E West","Vondelparkbuurt Oost",2017,18,5,82,8,5,6,27,30,10
"E West","Vondelparkbuurt Oost",2018,21,6,84,9,5,7,28,32,11
"E West","Vondelparkbuurt Oost",2019,20,5,84,9,5,6,27,32,10
"E West","Vondelparkbuurt Oost",2020,18,4,82,7,5,6,26,30,9
"E West","Vondelparkbuurt West",2015,12,10,79,7,5,6,27,30,9
"E West","Vondelparkbuurt West",2016,15,11,81,9,6,7,28,32,10
"E West","Vondelparkbuurt West",2017,13,10,80,8,6,6,27,31,9
"E West","Vondelparkbuurt West",2018,13,10,80,8,5,6,27,31,9
"E West","Vondelparkbuurt West",2019,11,9,79,7,5,6,26,29,9
"E West","Vondelparkbuurt West",2020,14,11,81,9,6,7,28,32,10
"E West","Westerstaatsman",2015,22,6,78,8,7,7,31,34,11
"E West","Westerstaatsman",2016,26,8,80,10,8,8,33,37,12
"E West","Westerstaatsman",2017,25,7,79,9,8,8,32,36,12
"E West","Westerstaatsman",2018,27,8,80,10,8,8,33,38,12
"E West","Westerstaatsman",2019,29,9,82,11,9,9,34,39,13
"E West","Westerstaatsman",2020,35,12,86,15,11,11,37,43,15
"E West","WG-terrein",2015,66,13,74,11,7,8,28,34,11
"E West","WG-terrein",2016,69,14,76,13,8,9,29,36,12
"E West","WG-terrein",2017,68,14,75,12,8,9,29,35,12
"E West","WG-terrein",2018,66,13,74,11,7,8,28,34,11
"E West","WG-terrein",2019,71,15,77,14,8,10,30,37,13
"E West","WG-terrein",2020,68,13,75,12,8,9,28,35,12
"E West","Woon- en groengebied Sloterdijk",2015,0,0,87,4,4,3,27,28,7
"E West","Woon- en groengebied Sloterdijk",2016,0,1,89,5,5,4,28,30,8
"E West","Woon- en groengebied Sloterdijk",2017,0,0,88,4,4,3,27,29,7
"E West","Woon- en groengebied Sloterdijk",2018,0,0,88,4,4,3,27,29,7
"E West","Woon- en groengebied Sloterdijk",2019,1,2,90,6,5,4,28,31,8
"E West","Woon- en groengebied Sloterdijk",2020,0,0,88,4,5,3,27,29,7
"E West","Zeeheldenbuurt",2015,18,10,72,14,9,10,30,40,13
"E West","Zeeheldenbuurt",2016,21,11,74,15,10,11,31,42,14
"E West","Zeeheldenbuurt",2017,18,9,72,13,9,10,30,40,13
"E West","Zeeheldenbuurt",2018,21,11,74,15,10,11,31,42,14
"E West","Zeeheldenbuurt",2019,21,11,74,15,10,11,31,42,14
"E West","Zeeheldenbuurt",2020,19,10,73,14,9,10,30,41,13
"F Nieuw-West","Andreasterrein",2015,14,6,77,17,9,11,26,42,12
"F Nieuw-West","Andreasterrein",2016,12,5,76,16,8,10,25,40,11
"F Nieuw-West","Andreasterrein",2017,14,6,77,17,9,11,26,42,12
"F Nieuw-West","Andreasterrein",2018,20,9,81,20,10,13,29,46,14
"F Nieuw-West","Andreasterrein",2019,14,6,77,17,8,11,26,41,12
"F Nieuw-West","Andreasterrein",2020,8,3,74,14,7,9,23,38,10
"F Nieuw-West","Bedrijvencentrum Osdorp",2015,3,5,45,37,18,25,45,58,32
"F Nieuw-West","Bedrijvencentrum Osdorp",2016,3,5,45,37,18,25,45,58,32
"F Nieuw-West","Bedrijvencentrum Osdorp",2017,3,5,45,37,18,25,45,58,32
"F Nieuw-West","Bedrijvencentrum Osdorp",2018,4,5,45,37,18,25,45,58,32
"F Nieuw-West","Bedrijvencentrum Osdorp",2019,2,4,44,36,18,25,44,57,32
"F Nieuw-West","Bedrijvencentrum Osdorp",2020,4,6,46,38,18,25,46,59,32
"F Nieuw-West","Bedrijvenpark Lutkemeer",2015,0,0,80,9,4,7,21,48,8
"F Nieuw-West","Bedrijvenpark Lutkemeer",2016,0,0,81,10,4,7,21,49,8
"F Nieuw-West","Bedrijvenpark Lutkemeer",2017,0,0,78,8,3,6,19,46,6
"F Nieuw-West","Bedrijvenpark Lutkemeer",2018,0,0,81,10,4,7,21,49,8
"F Nieuw-West","Bedrijvenpark Lutkemeer",2019,0,0,78,7,3,5,19,46,6
"F Nieuw-West","Bedrijvenpark Lutkemeer",2020,0,0,81,10,4,7,21,49,8
"F Nieuw-West","BelgiÃ¯Â¿Â½plein e.o.",2015,9,1,67,20,6,12,20,46,12
"F Nieuw-West","BelgiÃ¯Â¿Â½plein e.o.",2016,12,3,69,22,7,13,21,48,13
"F Nieuw-West","BelgiÃ¯Â¿Â½plein e.o.",2017,14,4,71,23,8,14,22,50,14
"F Nieuw-West","BelgiÃ¯Â¿Â½plein e.o.",2018,5,0,65,18,5,11,18,43,11
"F Nieuw-West","BelgiÃ¯Â¿Â½plein e.o.",2019,14,4,70,23,7,14,22,49,14
"F Nieuw-West","BelgiÃ¯Â¿Â½plein e.o.",2020,16,5,71,24,8,14,23,51,14
"F Nieuw-West","Buurt 10",2015,1,2,73,15,6,9,22,50,11
"F Nieuw-West","Buurt 10",2016,4,3,75,17,7,10,23,52,12
"F Nieuw-West","Buurt 10",2017,0,0,72,14,6,8,21,48,10
"F Nieuw-West","Buurt 10",2018,8,5,77,19,8,11,25,54,13
"F Nieuw-West","Buurt 10",2019,5,3,75,17,7,10,23,53,12
"F Nieuw-West","Buurt 10",2020,5,4,76,18,7,10,24,53,12
"F Nieuw-West","Buurt 2",2015,6,4,64,23,13,15,30,51,17
"F Nieuw-West","Buurt 2",2016,8,5,65,24,14,16,31,53,18
"F Nieuw-West","Buurt 2",2017,7,4,64,23,14,16,30,52,18
"F Nieuw-West","Buurt 2",2018,12,7,67,26,15,17,33,56,19
"F Nieuw-West","Buurt 2",2019,11,7,67,26,15,17,32,55,19
"F Nieuw-West","Buurt 2",2020,4,3,63,22,13,15,29,50,17
"F Nieuw-West","Buurt 3",2015,9,15,65,21,12,14,28,49,16
"F Nieuw-West","Buurt 3",2016,12,17,67,23,13,15,30,51,17
"F Nieuw-West","Buurt 3",2017,11,17,66,23,13,15,30,50,17
"F Nieuw-West","Buurt 3",2018,7,15,64,20,12,13,28,48,15
"F Nieuw-West","Buurt 3",2019,8,15,65,21,12,14,28,48,16
"F Nieuw-West","Buurt 3",2020,11,17,66,23,13,15,30,50,17
"F Nieuw-West","Buurt 4 Oost",2015,13,10,68,20,11,14,29,51,15
"F Nieuw-West","Buurt 4 Oost",2016,14,11,69,21,11,14,30,52,15
"F Nieuw-West","Buurt 4 Oost",2017,11,10,67,19,10,13,29,50,14
"F Nieuw-West","Buurt 4 Oost",2018,14,11,69,21,11,14,30,52,15
"F Nieuw-West","Buurt 4 Oost",2019,9,9,66,19,10,13,28,49,13
"F Nieuw-West","Buurt 4 Oost",2020,14,11,69,21,11,14,30,52,15
"F Nieuw-West","Buurt 5  Noord",2015,10,16,62,29,17,18,32,57,20
"F Nieuw-West","Buurt 5  Noord",2016,9,15,61,28,17,18,31,56,19
"F Nieuw-West","Buurt 5  Noord",2017,10,15,62,28,17,18,31,57,19
"F Nieuw-West","Buurt 5  Noord",2018,6,14,59,27,16,17,30,54,18
"F Nieuw-West","Buurt 5  Noord",2019,4,13,58,25,16,16,29,53,17
"F Nieuw-West","Buurt 5  Noord",2020,16,18,65,32,19,20,34,61,21
"F Nieuw-West","Buurt 5 Zuid",2015,7,3,61,24,14,16,28,51,17
"F Nieuw-West","Buurt 5 Zuid",2016,11,5,63,26,15,17,30,53,18
"F Nieuw-West","Buurt 5 Zuid",2017,6,3,60,24,14,16,28,50,16
"F Nieuw-West","Buurt 5 Zuid",2018,11,5,63,26,15,17,30,53,18
"F Nieuw-West","Buurt 5 Zuid",2019,13,6,64,27,16,18,31,55,19
"F Nieuw-West","Buurt 5 Zuid",2020,8,3,61,24,14,16,29,51,17
"F Nieuw-West","Buurt 6",2015,11,12,66,28,16,18,33,56,21
"F Nieuw-West","Buurt 6",2016,6,10,63,26,15,17,31,53,19
"F Nieuw-West","Buurt 6",2017,11,12,66,28,16,18,33,56,21
"F Nieuw-West","Buurt 6",2018,4,9,62,25,15,17,30,52,18
"F Nieuw-West","Buurt 6",2019,9,12,65,28,16,18,32,55,20
"F Nieuw-West","Buurt 6",2020,5,10,63,26,15,17,31,53,19
"F Nieuw-West","Buurt 7",2015,0,4,68,19,9,12,25,51,13
"F Nieuw-West","Buurt 7",2016,4,6,70,21,10,13,27,54,14
"F Nieuw-West","Buurt 7",2017,5,7,71,22,10,13,27,55,14
"F Nieuw-West","Buurt 7",2018,7,7,72,23,11,14,28,56,15
"F Nieuw-West","Buurt 7",2019,2,5,69,20,9,12,26,52,13
"F Nieuw-West","Buurt 7",2020,6,7,71,22,11,14,28,56,15
"F Nieuw-West","Buurt 8",2015,14,18,70,21,13,14,31,50,17
"F Nieuw-West","Buurt 8",2016,14,18,70,21,13,14,31,50,17
"F Nieuw-West","Buurt 8",2017,19,20,73,24,14,16,33,54,19
"F Nieuw-West","Buurt 8",2018,15,18,70,21,13,14,31,50,17
"F Nieuw-West","Buurt 8",2019,14,18,70,21,13,14,31,50,17
"F Nieuw-West","Buurt 8",2020,12,17,69,20,12,13,30,49,16
"F Nieuw-West","Buurt 9",2015,17,20,69,29,15,18,32,60,20
"F Nieuw-West","Buurt 9",2016,10,17,65,25,13,16,29,55,17
"F Nieuw-West","Buurt 9",2017,12,18,66,26,14,17,30,56,18
"F Nieuw-West","Buurt 9",2018,10,17,65,25,13,16,29,55,17
"F Nieuw-West","Buurt 9",2019,6,15,62,23,12,15,27,52,15
"F Nieuw-West","Buurt 9",2020,9,16,64,24,13,16,28,54,17
"F Nieuw-West","Calandlaan/Lelylaan",2015,3,3,67,23,12,17,30,54,17
"F Nieuw-West","Calandlaan/Lelylaan",2016,0,2,65,22,11,16,29,52,16
"F Nieuw-West","Calandlaan/Lelylaan",2017,0,0,62,19,10,14,27,48,14
"F Nieuw-West","Calandlaan/Lelylaan",2018,1,3,66,23,11,16,30,53,16
"F Nieuw-West","Calandlaan/Lelylaan",2019,3,3,67,23,12,17,30,54,17
"F Nieuw-West","Calandlaan/Lelylaan",2020,0,1,64,21,10,15,28,51,15
"F Nieuw-West","De Aker Oost",2015,35,12,76,14,7,9,23,47,10
"F Nieuw-West","De Aker Oost",2016,36,12,76,14,7,9,23,48,10
"F Nieuw-West","De Aker Oost",2017,38,13,77,15,8,10,24,49,11
"F Nieuw-West","De Aker Oost",2018,30,9,73,11,5,7,21,44,8
"F Nieuw-West","De Aker Oost",2019,31,10,73,11,6,7,21,45,8
"F Nieuw-West","De Aker Oost",2020,31,9,73,11,5,7,21,44,8
"F Nieuw-West","De Aker West",2015,10,4,74,14,6,8,20,48,10
"F Nieuw-West","De Aker West",2016,13,5,76,15,7,9,21,50,11
"F Nieuw-West","De Aker West",2017,14,6,77,16,7,9,22,51,11
"F Nieuw-West","De Aker West",2018,9,3,74,13,6,8,19,48,10
"F Nieuw-West","De Aker West",2019,13,5,76,15,7,9,21,50,11
"F Nieuw-West","De Aker West",2020,4,1,70,10,4,6,17,44,8
"F Nieuw-West","De Heining",2015,2,1,78,14,5,10,29,56,10
"F Nieuw-West","De Heining",2016,0,0,77,13,5,9,28,55,9
"F Nieuw-West","De Heining",2017,3,2,79,15,6,10,29,57,10
"F Nieuw-West","De Heining",2018,4,2,80,15,6,10,30,58,10
"F Nieuw-West","De Heining",2019,2,1,78,14,6,10,29,57,10
"F Nieuw-West","De Heining",2020,0,0,77,13,5,9,28,55,9
"F Nieuw-West","De Punt",2015,8,15,70,19,10,13,29,50,15
"F Nieuw-West","De Punt",2016,8,15,70,19,10,13,29,50,15
"F Nieuw-West","De Punt",2017,11,17,72,21,11,14,30,52,16
"F Nieuw-West","De Punt",2018,9,15,70,19,10,13,29,50,15
"F Nieuw-West","De Punt",2019,8,15,70,19,10,13,29,50,15
"F Nieuw-West","De Punt",2020,4,13,68,17,9,12,27,47,14
"F Nieuw-West","Delflandpleinbuurt Oost",2015,0,5,67,20,14,15,34,40,19
"F Nieuw-West","Delflandpleinbuurt Oost",2016,1,6,68,21,14,15,35,41,19
"F Nieuw-West","Delflandpleinbuurt Oost",2017,2,7,69,22,14,15,36,42,19
"F Nieuw-West","Delflandpleinbuurt Oost",2018,2,7,69,22,14,15,36,42,19
"F Nieuw-West","Delflandpleinbuurt Oost",2019,1,6,68,21,14,15,35,41,19
"F Nieuw-West","Delflandpleinbuurt Oost",2020,2,6,68,21,14,15,35,41,19
"F Nieuw-West","Delflandpleinbuurt West",2015,15,15,73,19,11,12,30,42,15
"F Nieuw-West","Delflandpleinbuurt West",2016,14,15,72,18,11,12,30,41,15
"F Nieuw-West","Delflandpleinbuurt West",2017,16,16,73,19,12,13,31,42,16
"F Nieuw-West","Delflandpleinbuurt West",2018,10,13,69,16,10,11,28,38,13
"F Nieuw-West","Delflandpleinbuurt West",2019,12,14,71,17,10,11,29,40,14
"F Nieuw-West","Delflandpleinbuurt West",2020,16,16,74,19,12,13,31,43,16
"F Nieuw-West","Dorp Sloten",2015,1,5,77,11,4,8,19,46,7
"F Nieuw-West","Dorp Sloten",2016,2,6,78,12,4,8,20,47,8
"F Nieuw-West","Dorp Sloten",2017,0,5,77,11,4,7,19,46,7
"F Nieuw-West","Dorp Sloten",2018,9,9,82,16,6,10,23,52,10
"F Nieuw-West","Dorp Sloten",2019,0,5,77,11,3,7,19,46,7
"F Nieuw-West","Dorp Sloten",2020,0,5,77,11,3,7,19,45,7
"F Nieuw-West","Eendrachtspark",2015,9,5,85,14,8,11,33,54,16
"F Nieuw-West","Eendrachtspark",2016,1,1,80,10,6,8,29,48,13
"F Nieuw-West","Eendrachtspark",2017,6,3,83,13,7,10,31,51,15
"F Nieuw-West","Eendrachtspark",2018,0,0,79,9,6,7,28,47,12
"F Nieuw-West","Eendrachtspark",2019,1,1,80,10,6,8,29,48,13
"F Nieuw-West","Eendrachtspark",2020,1,1,80,10,6,8,29,48,13
"F Nieuw-West","Emanuel van Meterenbuurt",2015,17,13,72,26,11,16,26,51,16
"F Nieuw-West","Emanuel van Meterenbuurt",2016,12,11,69,23,10,14,24,47,14
"F Nieuw-West","Emanuel van Meterenbuurt",2017,7,8,66,20,9,12,22,43,12
"F Nieuw-West","Emanuel van Meterenbuurt",2018,13,12,70,24,10,14,25,48,15
"F Nieuw-West","Emanuel van Meterenbuurt",2019,12,11,69,23,10,14,24,47,14
"F Nieuw-West","Emanuel van Meterenbuurt",2020,10,10,68,22,9,13,23,46,13
"F Nieuw-West","Jacob Geelbuurt",2015,10,6,66,25,15,18,33,52,20
"F Nieuw-West","Jacob Geelbuurt",2016,8,5,65,24,14,17,32,50,19
"F Nieuw-West","Jacob Geelbuurt",2017,2,2,61,21,12,15,29,46,17
"F Nieuw-West","Jacob Geelbuurt",2018,7,5,65,24,14,17,32,49,19
"F Nieuw-West","Jacob Geelbuurt",2019,7,5,65,24,14,17,32,49,19
"F Nieuw-West","Jacob Geelbuurt",2020,8,5,65,24,14,17,32,50,19
"F Nieuw-West","Jacques Veldmanbuurt",2015,18,9,73,20,11,14,29,45,16
"F Nieuw-West","Jacques Veldmanbuurt",2016,16,8,72,19,10,13,28,43,15
"F Nieuw-West","Jacques Veldmanbuurt",2017,12,6,70,17,9,12,26,40,14
"F Nieuw-West","Jacques Veldmanbuurt",2018,19,9,74,21,11,14,29,45,16
"F Nieuw-West","Jacques Veldmanbuurt",2019,21,10,75,22,11,15,30,46,17
"F Nieuw-West","Jacques Veldmanbuurt",2020,13,7,70,18,9,12,27,41,14
"F Nieuw-West","Johan Jongkindbuurt",2015,3,3,54,36,16,21,27,54,18
"F Nieuw-West","Johan Jongkindbuurt",2016,5,4,55,37,16,22,28,55,19
"F Nieuw-West","Johan Jongkindbuurt",2017,8,5,57,38,17,23,29,57,20
"F Nieuw-West","Johan Jongkindbuurt",2018,2,3,53,36,15,21,27,53,18
"F Nieuw-West","Johan Jongkindbuurt",2019,4,3,54,36,16,22,27,54,19
"F Nieuw-West","Johan Jongkindbuurt",2020,3,3,54,36,15,21,27,54,18
"F Nieuw-West","Koningin Wilhelminaplein",2015,24,6,88,8,6,6,28,34,11
"F Nieuw-West","Koningin Wilhelminaplein",2016,21,5,86,7,5,5,27,32,10
"F Nieuw-West","Koningin Wilhelminaplein",2017,18,3,84,5,4,4,25,30,9
"F Nieuw-West","Koningin Wilhelminaplein",2018,24,6,88,9,6,6,28,34,11
"F Nieuw-West","Koningin Wilhelminaplein",2019,26,8,89,10,6,7,29,36,12
"F Nieuw-West","Koningin Wilhelminaplein",2020,24,6,88,8,6,6,28,34,11
"F Nieuw-West","Louis Chrispijnbuurt",2015,20,7,65,23,11,16,27,47,16
"F Nieuw-West","Louis Chrispijnbuurt",2016,21,8,66,24,11,16,27,48,16
"F Nieuw-West","Louis Chrispijnbuurt",2017,20,7,65,23,11,16,26,47,16
"F Nieuw-West","Louis Chrispijnbuurt",2018,24,9,68,26,12,17,28,50,17
"F Nieuw-West","Louis Chrispijnbuurt",2019,18,6,64,22,10,15,26,46,15
"F Nieuw-West","Louis Chrispijnbuurt",2020,19,7,65,23,10,15,26,47,15
"F Nieuw-West","Lucas/Andreasziekenhuis e.o.",2015,7,0,83,3,9,5,42,17,23
"F Nieuw-West","Lucas/Andreasziekenhuis e.o.",2016,10,0,85,5,10,6,43,19,24
"F Nieuw-West","Lucas/Andreasziekenhuis e.o.",2017,10,0,85,5,10,6,43,19,24
"F Nieuw-West","Lucas/Andreasziekenhuis e.o.",2018,8,0,84,4,9,5,42,17,23
"F Nieuw-West","Lucas/Andreasziekenhuis e.o.",2019,13,1,87,6,11,7,44,21,25
"F Nieuw-West","Lucas/Andreasziekenhuis e.o.",2020,13,1,87,6,11,7,44,21,25
"F Nieuw-West","Medisch Centrum Slotervaart",2015,13,4,82,16,14,13,38,34,19
"F Nieuw-West","Medisch Centrum Slotervaart",2016,7,1,78,13,12,11,35,30,17
"F Nieuw-West","Medisch Centrum Slotervaart",2017,6,0,77,12,12,11,34,29,16
"F Nieuw-West","Medisch Centrum Slotervaart",2018,2,0,75,10,11,9,33,26,15
"F Nieuw-West","Medisch Centrum Slotervaart",2019,9,2,79,14,12,12,36,31,18
"F Nieuw-West","Medisch Centrum Slotervaart",2020,8,1,78,13,12,11,35,30,17
"F Nieuw-West","Meer en Oever",2015,14,8,71,16,7,10,23,45,12
"F Nieuw-West","Meer en Oever",2016,17,9,73,18,8,11,24,47,13
"F Nieuw-West","Meer en Oever",2017,11,6,69,15,6,9,21,43,11
"F Nieuw-West","Meer en Oever",2018,18,10,74,19,8,11,25,48,13
"F Nieuw-West","Meer en Oever",2019,13,7,70,16,7,10,22,44,11
"F Nieuw-West","Meer en Oever",2020,15,8,72,17,8,10,23,46,12
"F Nieuw-West","Middelveldsche Akerpolder",2015,8,13,69,19,8,11,25,52,12
"F Nieuw-West","Middelveldsche Akerpolder",2016,9,13,70,19,8,11,25,53,12
"F Nieuw-West","Middelveldsche Akerpolder",2017,13,15,72,21,9,12,27,55,13
"F Nieuw-West","Middelveldsche Akerpolder",2018,2,10,66,15,6,9,22,48,9
"F Nieuw-West","Middelveldsche Akerpolder",2019,14,15,73,21,9,12,27,56,14
"F Nieuw-West","Middelveldsche Akerpolder",2020,7,12,69,18,8,10,24,52,11
"F Nieuw-West","Nieuw Sloten Noordoost",2015,15,2,74,15,6,9,22,46,9
"F Nieuw-West","Nieuw Sloten Noordoost",2016,17,3,75,16,7,10,23,47,10
"F Nieuw-West","Nieuw Sloten Noordoost",2017,17,3,75,16,7,10,23,47,10
"F Nieuw-West","Nieuw Sloten Noordoost",2018,19,4,76,17,8,11,24,49,11
"F Nieuw-West","Nieuw Sloten Noordoost",2019,13,1,73,14,6,9,21,44,9
"F Nieuw-West","Nieuw Sloten Noordoost",2020,18,3,76,17,7,10,23,48,10
"F Nieuw-West","Nieuw Sloten Noordwest",2015,11,8,73,14,6,9,22,45,10
"F Nieuw-West","Nieuw Sloten Noordwest",2016,14,9,75,16,7,10,23,47,11
"F Nieuw-West","Nieuw Sloten Noordwest",2017,16,10,76,17,7,11,24,48,12
"F Nieuw-West","Nieuw Sloten Noordwest",2018,16,10,76,17,8,11,24,49,12
"F Nieuw-West","Nieuw Sloten Noordwest",2019,11,7,73,14,6,9,22,45,10
"F Nieuw-West","Nieuw Sloten Noordwest",2020,12,8,74,15,6,9,22,45,10
"F Nieuw-West","Nieuw Sloten Zuidoost",2015,18,14,78,15,8,11,26,47,13
"F Nieuw-West","Nieuw Sloten Zuidoost",2016,16,13,77,14,7,10,25,46,12
"F Nieuw-West","Nieuw Sloten Zuidoost",2017,16,13,77,14,7,10,25,46,12
"F Nieuw-West","Nieuw Sloten Zuidoost",2018,18,14,78,15,8,11,26,48,13
"F Nieuw-West","Nieuw Sloten Zuidoost",2019,14,12,76,13,7,9,24,45,11
"F Nieuw-West","Nieuw Sloten Zuidoost",2020,20,15,79,16,8,11,27,48,13
"F Nieuw-West","Nieuw Sloten Zuidwest",2015,4,2,79,8,3,5,18,41,6
"F Nieuw-West","Nieuw Sloten Zuidwest",2016,9,4,82,10,4,6,20,44,8
"F Nieuw-West","Nieuw Sloten Zuidwest",2017,7,3,81,9,4,5,19,43,7
"F Nieuw-West","Nieuw Sloten Zuidwest",2018,8,3,81,9,4,6,20,43,8
"F Nieuw-West","Nieuw Sloten Zuidwest",2019,6,2,80,8,3,5,19,42,7
"F Nieuw-West","Nieuw Sloten Zuidwest",2020,8,4,81,10,4,6,20,43,8
"F Nieuw-West","Nieuwe Meer",2015,0,0,76,12,8,10,29,47,13
"F Nieuw-West","Nieuwe Meer",2016,0,0,76,12,8,10,29,47,13
